cntyName,laneName,stteName
Jersey County,State Hwy 16,Illinois
Jersey County,State Hwy 267,Illinois
Jersey County,State Hwy 3,Illinois
Jersey County,State Rte 100,Illinois
Jersey County,State Rte 111,Illinois
Jersey County,State Rte 16,Illinois
Jersey County,State Rte 267,Illinois
Jersey County,State Rte 3,Illinois
Jersey County,US Hwy 67,Illinois
Jo Daviess County,State Rte 35,Illinois
Jo Daviess County,State Rte 78,Illinois
Jo Daviess County,State Rte 84,Illinois
Jo Daviess County,State Rte 84 N,Illinois
Jo Daviess County,State Rte 84 S,Illinois
Jo Daviess County,US Hwy 20,Illinois
Johnson County,I- 24,Illinois
Johnson County,I- 57,Illinois
Johnson County,State Rte 146,Illinois
Johnson County,State Rte 37,Illinois
Johnson County,US Hwy 45,Illinois
Kane County,I- 88,Illinois
Kane County,I- 90,Illinois
Kane County,State Rte 38,Illinois
Kane County,State Rte 47,Illinois
Kane County,State Rte 56,Illinois
Kane County,State Rte 64,Illinois
Kane County,US Hwy 30,Illinois
Kankakee County,E State Rte 1-17,Illinois
Kankakee County,E State Rte 114,Illinois
Kankakee County,I- 57,Illinois
Kankakee County,N State Rte 1,Illinois
Kankakee County,N State Rte 1-17,Illinois
Kankakee County,N State Rte 17,Illinois
Kankakee County,S State Rte 1,Illinois
Kankakee County,S US Hwy 45 52,Illinois
Kankakee County,State Hwy 1,Illinois
Kankakee County,State Hwy 114,Illinois
Kankakee County,State Hwy 17,Illinois
Kankakee County,State Rte 1,Illinois
Kankakee County,State Rte 102,Illinois
Kankakee County,State Rte 113,Illinois
Kankakee County,State Rte 114,Illinois
Kankakee County,State Rte 115,Illinois
Kankakee County,State Rte 17,Illinois
Kankakee County,State Rte 50,Illinois
Kankakee County,US Hwy 45,Illinois
Kankakee County,US Hwy 45 52,Illinois
Kankakee County,US Hwy 52,Illinois
Kankakee County,W State Rte 102,Illinois
Kankakee County,W State Rte 113,Illinois
Kankakee County,W State Rte 115,Illinois
Kankakee County,W State Rte 17,Illinois
Kendall County,N State Rte 47,Illinois
Kendall County,State Rte 126,Illinois
Kendall County,State Rte 47,Illinois
Kendall County,State Rte 71,Illinois
Kendall County,US Hwy 52,Illinois
Kendall County,W State Rte 126,Illinois
Knox County,E US Hwy 150,Illinois
Knox County,I- 74,Illinois
Knox County,State Rte 116,Illinois
Knox County,State Rte 167,Illinois
Knox County,State Rte 17,Illinois
Knox County,State Rte 180,Illinois
Knox County,State Rte 41,Illinois
Knox County,State Rte 78,Illinois
Knox County,State Rte 8,Illinois
Knox County,State Rte 97,Illinois
Knox County,US Hwy 150,Illinois
Knox County,US Hwy 34,Illinois
LaSalle County,E State Rte 17,Illinois
LaSalle County,E US Hwy 52,Illinois
LaSalle County,E US Hwy 6,Illinois
LaSalle County,I- 39,Illinois
LaSalle County,N State Rte 17,Illinois
LaSalle County,N State Rte 170,Illinois
LaSalle County,N State Rte 23,Illinois
LaSalle County,N State Rte 71,Illinois
LaSalle County,State Rte 17,Illinois
LaSalle County,State Rte 170,Illinois
LaSalle County,State Rte 178,Illinois
LaSalle County,State Rte 18,Illinois
LaSalle County,State Rte 18 E,Illinois
LaSalle County,State Rte 23,Illinois
LaSalle County,State Rte 23 N,Illinois
LaSalle County,US Hwy 34,Illinois
LaSalle County,US Hwy 52,Illinois
LaSalle County,US Hwy 6,Illinois
LaSalle County,W State Rte 71,Illinois
Lake County,I- 294,Illinois
Lake County,I- 41,Illinois
Lake County,I- 94,Illinois
Lake County,N US Hwy 12,Illinois
Lake County,State Rte 173,Illinois
Lake County,US Hwy 12,Illinois
Lake County,W State Rte 173,Illinois
Lawrence County,State Rte 1,Illinois
Lawrence County,State Rte 250,Illinois
Lawrence County,US Hwy 50,Illinois
Lawrence County,US Hwy 50 Bus,Illinois
Lee County,I- 39,Illinois
Lee County,I- 88,Illinois
Lee County,State Rte 2,Illinois
Lee County,State Rte 251,Illinois
Lee County,State Rte 26,Illinois
Lee County,State Rte 38,Illinois
Lee County,US Hwy 30,Illinois
Lee County,US Hwy 52,Illinois
Lee County,US Hwy Route 30,Illinois
Lee County,US Rte 52,Illinois
Livingston County,I- 55,Illinois
Livingston County,State Rte 116,Illinois
Livingston County,State Rte 17,Illinois
Livingston County,State Rte 170,Illinois
Livingston County,State Rte 18,Illinois
Livingston County,State Rte 23,Illinois
Livingston County,State Rte 47,Illinois
Livingston County,US Hwy 24,Illinois
Logan County,E State Rte 121,Illinois
Logan County,I- 155,Illinois
Logan County,I- 55,Illinois
Logan County,I- 55 Bus,Illinois
Logan County,State Rte 10,Illinois
Logan County,State Rte 121,Illinois
Logan County,State Rte 54,Illinois
Logan County,US Hwy 136,Illinois
Macon County,I- 72,Illinois
Macon County,State Rte 105,Illinois
Macon County,State Rte 121,Illinois
Macon County,US Hwy 36,Illinois
Macon County,US Hwy 51,Illinois
Macon County,US Hwy 51 Bus,Illinois
Macoupin County,I- 55,Illinois
Macoupin County,State Rte 108,Illinois
Macoupin County,State Rte 111,Illinois
Macoupin County,State Rte 4,Illinois
Macoupin County,US Hwy 67,Illinois
Madison County,I- 255,Illinois
Madison County,I- 270,Illinois
Madison County,I- 55,Illinois
Madison County,I- 70,Illinois
Madison County,State Rte 100,Illinois
Madison County,State Rte 111,Illinois
Madison County,State Rte 140,Illinois
Madison County,State Rte 143,Illinois
Madison County,State Rte 160,Illinois
Madison County,State Rte 255,Illinois
Madison County,State Rte 267,Illinois
Madison County,State Rte 3,Illinois
Madison County,State Rte 4,Illinois
Madison County,US Hwy 40,Illinois
Madison County,US Hwy 67,Illinois
Marion County,I- 57,Illinois
Marion County,State Rte 161,Illinois
Marion County,State Rte 161 Exd,Illinois
Marion County,State Rte 37,Illinois
Marion County,US Hwy 51,Illinois
Marshall County,I- 39,Illinois
Marshall County,State Rte 17,Illinois
Marshall County,State Rte 18,Illinois
Marshall County,State Rte 26,Illinois
Marshall County,State Rte 29,Illinois
Marshall County,State Rte 40,Illinois
Mason County,E US Hwy 136,Illinois
Mason County,N State Hwy 29 E,Illinois
Mason County,N State Rte 29 E,Illinois
Mason County,State Rte 29,Illinois
Mason County,State Rte 29 3500E,Illinois
Mason County,State Rte 78,Illinois
Mason County,State Rte 97,Illinois
Mason County,US Hwy 136,Illinois
Mason County,US Hwy 136 E,Illinois
Massac County,I- 24,Illinois
Massac County,N US Hwy 45,Illinois
Massac County,State Rte 145,Illinois
Massac County,State Rte 169,Illinois
Massac County,US Hwy 45,Illinois
McDonough County,State Rte 110,Illinois
McDonough County,State Rte 336,Illinois
McDonough County,State Rte 41,Illinois
McDonough County,State Rte 61,Illinois
McDonough County,State Rte 95,Illinois
McDonough County,US Hwy 67,Illinois
McDonough County,W Washington St,Illinois
McHenry County,E US Hwy 14,Illinois
McHenry County,E US Rte 14,Illinois
McHenry County,I- 90,Illinois
McHenry County,N State Rte 47,Illinois
McHenry County,N US Hwy 12,Illinois
McHenry County,N US Hwy 14,Illinois
McHenry County,S State Rte 47,Illinois
McHenry County,State Rte 120,Illinois
McHenry County,State Rte 173,Illinois
McHenry County,State Rte 173 W,Illinois
McHenry County,State Rte 176,Illinois
McHenry County,State Rte 23,Illinois
McHenry County,State Rte 47,Illinois
McHenry County,US Hwy 12,Illinois
McHenry County,US Hwy 14,Illinois
McHenry County,US Hwy 20,Illinois
McLean County,I- 39,Illinois
McLean County,I- 55,Illinois
McLean County,I- 55 Bus,Illinois
McLean County,I- 74,Illinois
McLean County,State Rte 165,Illinois
McLean County,State Rte 54,Illinois
McLean County,State Rte 9,Illinois
McLean County,US Hwy 136,Illinois
McLean County,US Hwy 150,Illinois
McLean County,US Hwy 24,Illinois
McLean County,US Hwy 51,Illinois
Menard County,State Rte 123,Illinois
Menard County,State Rte 29,Illinois
Menard County,State Rte 97,Illinois
Menard County,W State Rte 29,Illinois
Mercer County,State Rte 17,Illinois
Mercer County,State Rte 94,Illinois
Mercer County,US Hwy 67,Illinois
Mercer County,US Hwy Route 67,Illinois
Monroe County,I- 255,Illinois
Monroe County,State Rte 156,Illinois
Monroe County,State Rte 158,Illinois
Monroe County,State Rte 3,Illinois
Montgomery County,I- 55,Illinois
Montgomery County,State Rte 108,Illinois
Montgomery County,State Rte 127,Illinois
Montgomery County,State Rte 16,Illinois
Montgomery County,State Rte 185,Illinois
Montgomery County,State Rte 48,Illinois
Morgan County,I- 72,Illinois
Morgan County,State Hwy 100,Illinois
Morgan County,State Hwy 104,Illinois
Morgan County,State Hwy 111,Illinois
Morgan County,State Hwy 267,Illinois
Morgan County,State Hwy 78 N,Illinois
Morgan County,State Rte 78,Illinois
Morgan County,US Hwy 67,Illinois
Morgan County,US Hwy 67 Bus,Illinois
Moultrie County,E US Hwy 36,Illinois
Moultrie County,N State Rte 32,Illinois
Moultrie County,State Rte 121,Illinois
Moultrie County,State Rte 128,Illinois
Moultrie County,State Rte 133,Illinois
Moultrie County,State Rte 16,Illinois
Moultrie County,State Rte 32,Illinois
Moultrie County,US Hwy 36,Illinois
Ogle County,E State Rte 64,Illinois
Ogle County,E State Rte 72,Illinois
Ogle County,I- 39,Illinois
Ogle County,I- 88,Illinois
Ogle County,N State Rte 2,Illinois
Ogle County,N State Rte 26,Illinois
Ogle County,S State Rte 2,Illinois
Ogle County,State Rte 2,Illinois
Ogle County,State Rte 26,Illinois
Ogle County,State Rte 64,Illinois
Ogle County,State Rte 72,Illinois
Ogle County,US Hwy 52,Illinois
Ogle County,W State Rte 64,Illinois
Ogle County,W State Rte 72,Illinois
Peoria County,I- 474,Illinois
Peoria County,I- 74,Illinois
Peoria County,N State Rte 29,Illinois
Peoria County,N State Rte 78,Illinois
Peoria County,N State Rte 91,Illinois
Peoria County,State Rte 116,Illinois
Peoria County,State Rte 29,Illinois
Peoria County,State Rte 40,Illinois
Peoria County,State Rte 78,Illinois
Peoria County,State Rte 8,Illinois
Peoria County,State Rte 9,Illinois
Peoria County,State Rte 90,Illinois
Peoria County,State Rte 91,Illinois
Peoria County,US Hwy 150,Illinois
Peoria County,US Hwy 24,Illinois
Perry County,State Rte 127,Illinois
Perry County,State Rte 13,Illinois
Perry County,State Rte 14,Illinois
Perry County,State Rte 152,Illinois
Perry County,State Rte 154,Illinois
Perry County,State Rte 4,Illinois
Perry County,US Hwy 51,Illinois
Perry County,US Rte 51,Illinois
Piatt County,E State Rte 10,Illinois
Piatt County,E State Rte 105,Illinois
Piatt County,I- 72,Illinois
Piatt County,I- 74,Illinois
Piatt County,N State Rd 32,Illinois
Piatt County,N State Rte 105,Illinois
Piatt County,N State Rte 32,Illinois
Piatt County,S State Hwy 105,Illinois
Piatt County,S State Rte 105,Illinois
Piatt County,State Hwy 105,Illinois
Piatt County,State Rte 105,Illinois
Piatt County,State Rte 32,Illinois
Piatt County,State Rte 48,Illinois
Piatt County,US Hwy 36,Illinois
Pike County,I- 172,Illinois
Pike County,I- 72,Illinois
Pike County,State Hwy 104,Illinois
Pike County,State Rte 100,Illinois
Pike County,State Rte 104,Illinois
Pike County,State Rte 106,Illinois
Pike County,State Rte 107,Illinois
Pike County,State Rte 96,Illinois
Pike County,State Rte 99,Illinois
Pike County,US Hwy 54,Illinois
Pope County,State Rte 145,Illinois
Pope County,State Rte 145 Scn,Illinois
Pope County,State Rte 146,Illinois
Pope County,State Rte 146 Scn,Illinois
Pope County,State Rte 147 Scn,Illinois
Pope County,State Rte 34,Illinois
Pope County,US Hwy 145,Illinois
Pulaski County,I- 57,Illinois
Pulaski County,State Rte 169,Illinois
Pulaski County,State Rte 37,Illinois
Putnam County,I- 180,Illinois
Putnam County,State Rte 18,Illinois
Putnam County,State Rte 26,Illinois
Putnam County,State Rte 29,Illinois
Putnam County,State Rte 71,Illinois
Randolph County,State Hwy 13,Illinois
Randolph County,State Rte 13,Illinois
Randolph County,State Rte 150,Illinois
Randolph County,State Rte 153,Illinois
Randolph County,State Rte 154,Illinois
Randolph County,State Rte 3,Illinois
Randolph County,State Rte 4,Illinois
Randolph County,State Rte 51,Illinois
Richland County,State Rte 130,Illinois
Richland County,State Rte 250,Illinois
Richland County,US Hwy 50,Illinois
Rock Island County,I- 280,Illinois
Rock Island County,I- 74,Illinois
Rock Island County,I- 80,Illinois
Rock Island County,I- 88,Illinois
Rock Island County,John Deere Rd,Illinois
Rock Island County,State Rte 5,Illinois
Rock Island County,State Rte 84,Illinois
Rock Island County,State Rte 92,Illinois
Rock Island County,State Rte 94,Illinois
Rock Island County,US Hwy 67,Illinois
Saline County,Hwy 145 S,Illinois
Saline County,State Rte 13,Illinois
Saline County,State Rte 142 N,Illinois
Saline County,State Rte 142 S,Illinois
Saline County,State Rte 34,Illinois
Saline County,State Rte 34 N,Illinois
Saline County,US Hwy 45,Illinois
Saline County,US Hwy 45 N,Illinois
Saline County,US Hwy 45 S,Illinois
Saline County,Wilson St,Illinois
Sangamon County,I- 55,Illinois
Sangamon County,I- 55 Bus,Illinois
Sangamon County,I- 72,Illinois
Sangamon County,State Rte 104,Illinois
Sangamon County,State Rte 123,Illinois
Sangamon County,State Rte 125,Illinois
Sangamon County,State Rte 29,Illinois
Sangamon County,State Rte 4,Illinois
Sangamon County,State Rte 54,Illinois
Sangamon County,State Rte 97,Illinois
Sangamon County,W State Rte 104,Illinois
Schuyler County,State Rte 100,Illinois
Schuyler County,State Rte 101,Illinois
Schuyler County,State Rte 103,Illinois
Schuyler County,State Rte 99,Illinois
Schuyler County,US Hwy 24,Illinois
Schuyler County,US Hwy 67,Illinois
Scott County,I- 72,Illinois
Scott County,State Rte 100,Illinois
Scott County,State Rte 106,Illinois
Scott County,US Hwy 67,Illinois
Shelby County,I- 57,Illinois
Shelby County,State Hwy 16,Illinois
Shelby County,State Hwy 32,Illinois
Shelby County,State Rte 128,Illinois
Shelby County,State Rte 16,Illinois
Shelby County,US Hwy 51,Illinois
St. Clair County,E State Rte 15,Illinois
St. Clair County,I- 255,Illinois
St. Clair County,I- 55,Illinois
St. Clair County,I- 64,Illinois
St. Clair County,I- 70,Illinois
St. Clair County,State Rte 13,Illinois
St. Clair County,State Rte 15,Illinois
St. Clair County,State Rte 156,Illinois
St. Clair County,State Rte 158,Illinois
St. Clair County,State Rte 159,Illinois
St. Clair County,State Rte 161,Illinois
St. Clair County,State Rte 3,Illinois
St. Clair County,State Rte 4,Illinois
St. Clair County,State Rte B,Illinois
St. Clair County,US Hwy 50,Illinois
Stark County,State Rte 17,Illinois
Stark County,State Rte 40,Illinois
Stark County,State Rte 78,Illinois
Stark County,State Rte 91,Illinois
Stark County,State Rte 93,Illinois
Stephenson County,S State Rte 73,Illinois
Stephenson County,State Rte 26,Illinois
Stephenson County,State Rte 26 N,Illinois
Stephenson County,State Rte 26 S,Illinois
Stephenson County,State Rte 73,Illinois
Stephenson County,State Rte 73 N,Illinois
Stephenson County,State Rte 73 S,Illinois
Stephenson County,State Rte 75,Illinois
Stephenson County,State Rte 75 E,Illinois
Stephenson County,State Rte 75 N,Illinois
Stephenson County,US Hwy 20 E,Illinois
Tazewell County,I- 155,Illinois
Tazewell County,I- 474,Illinois
Tazewell County,I- 74,Illinois
Tazewell County,State Rte 116,Illinois
Tazewell County,State Rte 122,Illinois
Tazewell County,State Rte 29,Illinois
Tazewell County,State Rte 9,Illinois
Tazewell County,US Hwy 150,Illinois
Tazewell County,US Hwy 24,Illinois
Tazewell County,US Hwy 24 Bus,Illinois
Union County,I- 57,Illinois
Union County,State Rte 127,Illinois
Union County,State Rte 146,Illinois
Union County,State Rte 146 E,Illinois
Union County,State Rte 146 W,Illinois
Union County,State Rte 3,Illinois
Union County,State Rte 3 N,Illinois
Union County,State Rte 3 S,Illinois
Union County,State Rte 34,Illinois
Union County,US Hwy 51,Illinois
Union County,US Hwy 51 N,Illinois
Union County,US Hwy 51 S,Illinois
Vermilion County,E State Rte 119,Illinois
Vermilion County,E US Hwy 136,Illinois
Vermilion County,I- 74,Illinois
Vermilion County,N State Rte 1,Illinois
Vermilion County,N State Rte 119,Illinois
Vermilion County,State Rte 1,Illinois
Vermilion County,State Rte 119,Illinois
Vermilion County,State Rte 49,Illinois
Vermilion County,State Rte 9,Illinois
Vermilion County,US Hwy 136,Illinois
Vermilion County,US Hwy 150,Illinois
Vermilion County,US Rte 136,Illinois
Wabash County,State Rte 1,Illinois
Wabash County,State Rte 15,Illinois
Warren County,State Hwy 116,Illinois
Warren County,State Rte 135,Illinois
Warren County,State Rte 164,Illinois
Warren County,State Rte 94,Illinois
Warren County,US Hwy 34,Illinois
Warren County,US Hwy 67,Illinois
Washington County,I- 64,Illinois
Washington County,State Rte 127,Illinois
Washington County,State Rte 15,Illinois
Washington County,State Rte 160,Illinois
Washington County,State Rte 177,Illinois
Washington County,US Hwy 51,Illinois
Wayne County,I- 64,Illinois
Wayne County,State Rte 15,Illinois
Wayne County,State Rte 242,Illinois
Wayne County,US Hwy 45,Illinois
White County,Co Rd 200 N,Illinois
White County,I- 64,Illinois
White County,State Rte 1,Illinois
White County,State Rte 14,Illinois
White County,State Rte 141,Illinois
White County,State Rte 7,Illinois
White County,US Hwy 45,Illinois
Whiteside County,I- 88,Illinois
Whiteside County,State Rte 136,Illinois
Whiteside County,State Rte 40,Illinois
Whiteside County,State Rte 78,Illinois
Whiteside County,State Rte 84,Illinois
Whiteside County,US Hwy 30,Illinois
Will County,I- 355,Illinois
Will County,I- 55,Illinois
Will County,I- 57,Illinois
Will County,I- 80,Illinois
Will County,State Rte 1,Illinois
Will County,State Rte 102,Illinois
Will County,State Rte 113,Illinois
Will County,State Rte 126,Illinois
Will County,State Rte 129,Illinois
Will County,State Rte 394,Illinois
Will County,State Rte 53,Illinois
